domain_name,domain_registration_date,nexus_category
wewillneverforget.nyc,2014-10-08T15:01:15.000,INDIV
foraging.nyc,2014-11-09T14:07:20.000,ORG
zaka.nyc,2014-10-14T00:49:35.000,ORG
petprojects.nyc,2017-07-13T16:55:02.000,ORG
devops.nyc,2018-02-27T17:45:25.000,ORG
ory.nyc,2015-05-13T19:13:55.000,INDIV
setteo.nyc,2015-10-21T03:59:50.000,INDIV
savagestickers.nyc,2018-02-27T21:12:11.000,ORG
construction.nyc,2016-08-26T20:41:34.000,INDIV
volunteers.nyc,2014-10-14T09:29:51.000,INDIV
particlestudios.nyc,2015-07-09T14:40:55.000,ORG
clothingdiscounts.nyc,2016-03-12T07:13:38.000,INDIV
itgroup.nyc,2014-10-21T18:28:05.000,ORG
keating.nyc,2016-08-29T21:34:17.000,ORG
officer.nyc,2018-02-27T18:02:09.000,ORG
outsourcedvpmarketing.nyc,2015-02-25T18:04:03.000,INDIV
911memorial.nyc,2016-06-10T14:40:50.000,ORG
lefleuriste.nyc,2015-02-07T21:47:37.000,ORG
zillavodnas.nyc,2015-06-20T21:37:29.000,INDIV
ramenburger.nyc,2014-12-13T20:48:58.000,INDIV
redflower.nyc,2014-12-03T18:40:35.000,ORG
carnavaldebarranquilla.nyc,2017-08-29T18:30:39.000,ORG
ntl.nyc,2014-10-08T15:00:17.000,INDIV
kevinocallaghan.nyc,2018-02-27T19:57:51.000,INDIV
rebeccadavis.nyc,2014-10-17T17:39:13.000,INDIV
luxurious.nyc,2016-06-22T04:09:45.000,INDIV
cosmetics.nyc,2016-10-07T16:59:32.000,ORG
newplace.nyc,2017-06-02T12:49:34.000,INDIV
pacific.nyc,2016-10-04T15:41:23.000,ORG
tutorcity.nyc,2014-10-08T15:00:14.000,INDIV
thechordclub.nyc,2015-03-18T22:43:51.000,ORG
bigvision.nyc,2015-01-08T19:22:43.000,INDIV
arigeme.nyc,2014-10-08T15:01:41.000,ORG
arvin.nyc,2016-04-12T15:25:38.000,INDIV
crafted.nyc,2014-10-08T15:23:20.000,ORG
bathgate.nyc,2016-05-18T19:54:45.000,ORG
regoparkrentals.nyc,2015-02-04T03:24:34.000,ORG
antiagingskincare.nyc,2018-02-27T23:24:49.000,ORG
joycewan.nyc,2016-12-15T16:38:19.000,INDIV
petermoses.nyc,2014-10-08T22:47:10.000,INDIV
kdfitness.nyc,2015-02-04T01:54:18.000,INDIV
ritzcarlton.nyc,2014-10-08T16:30:12.000,ORG
humanrightslaw.nyc,2014-11-20T13:14:29.000,ORG
higherarchy.nyc,2016-08-24T15:43:45.000,INDIV
crucampus.nyc,2018-02-27T16:07:32.000,INDIV
ldi.nyc,2014-11-26T21:21:37.000,ORG
greenberglaw.nyc,2014-10-08T15:00:43.000,ORG
angelball.nyc,2017-05-04T14:02:38.000,ORG
gambs.nyc,2014-10-08T15:01:07.000,INDIV
josephroberts.nyc,2015-12-01T20:06:38.000,INDIV
